coverage,retained_transitions,mean_realized_error,rmse_realized_error,maximum_predicted_self_error
1.0,712,0.7254763011226557,0.8619275727394213,1.6882534282149286
0.8,570,0.5872720311119399,0.6645264282248963,1.0341951558927018
0.6,428,0.5081425116719143,0.5495872685756338,0.7934187239787536
0.4,285,0.469934581776869,0.5020798771228399,0.640245819107544
0.2,143,0.4382170761743543,0.46629797038783544,0.5246707091559897
