coupling,DepMap/PRISM Master,LINCS future state,TCGA patient outcome
cancer_agent,-0.031090487730728523,0.9020542314405289,0.7757451073391755
cancer_master,0.2709646454932223,0.8946504926397756,0.8962684073137189
cancer_meta,0.05250525927776766,0.6106720260289309,-0.44446741938936046
agent_master,0.3653702802485298,0.9986225914869346,0.8826349527251149
master_meta,0.17664079403965216,0.625792384301054,-0.5241244077065549
